5,https://shopee.vn/-Gi%C3%A1-S%E1%BB%91c-Th%E1%BA%AFt-l%C6%B0ng-nam-LV-th%E1%BA%AFt-l%C6%B0ng-da-cao-c%E1%BA%A5p-m%E1%BA%B7t-kim-lo%E1%BA%A1i-nguy%C3%AAn-kh%E1%BB%91i-tr%E1%BA%BB-trung-l%E1%BB%8Bch-l%C3%A3m-TLLV001-i.493704632.17717880938?sp_atk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62&xptdk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62,1,Tuyệt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,https://shopee.vn/-Gi%C3%A1-S%E1%BB%91c-Th%E1%BA%AFt-l%C6%B0ng-nam-LV-th%E1%BA%AFt-l%C6%B0ng-da-cao-c%E1%BA%A5p-m%E1%BA%B7t-kim-lo%E1%BA%A1i-nguy%C3%AAn-kh%E1%BB%91i-tr%E1%BA%BB-trung-l%E1%BB%8Bch-l%C3%A3m-TLLV001-i.493704632.17717880938?sp_atk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62&xptdk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62,1,.  Oki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,https://shopee.vn/-Gi%C3%A1-S%E1%BB%91c-Th%E1%BA%AFt-l%C6%B0ng-nam-LV-th%E1%BA%AFt-l%C6%B0ng-da-cao-c%E1%BA%A5p-m%E1%BA%B7t-kim-lo%E1%BA%A1i-nguy%C3%AAn-kh%E1%BB%91i-tr%E1%BA%BB-trung-l%E1%BB%8Bch-l%C3%A3m-TLLV001-i.493704632.17717880938?sp_atk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62&xptdk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62,1,Tốt ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,https://shopee.vn/-Gi%C3%A1-S%E1%BB%91c-Th%E1%BA%AFt-l%C6%B0ng-nam-LV-th%E1%BA%AFt-l%C6%B0ng-da-cao-c%E1%BA%A5p-m%E1%BA%B7t-kim-lo%E1%BA%A1i-nguy%C3%AAn-kh%E1%BB%91i-tr%E1%BA%BB-trung-l%E1%BB%8Bch-l%C3%A3m-TLLV001-i.493704632.17717880938?sp_atk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62&xptdk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62,1,Ổn áp5,https://shopee.vn/-Gi%C3%A1-S%E1%BB%91c-Th%E1%BA%AFt-l%C6%B0ng-nam-LV-th%E1%BA%AFt-l%C6%B0ng-da-cao-c%E1%BA%A5p-m%E1%BA%B7t-kim-lo%E1%BA%A1i-nguy%C3%AAn-kh%E1%BB%91i-tr%E1%BA%BB-trung-l%E1%BB%8Bch-l%C3%A3m-TLLV001-i.493704632.17717880938?sp_atk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62&xptdk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62,1,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,https://shopee.vn/-Gi%C3%A1-S%E1%BB%91c-Th%E1%BA%AFt-l%C6%B0ng-nam-LV-th%E1%BA%AFt-l%C6%B0ng-da-cao-c%E1%BA%A5p-m%E1%BA%B7t-kim-lo%E1%BA%A1i-nguy%C3%AAn-kh%E1%BB%91i-tr%E1%BA%BB-trung-l%E1%BB%8Bch-l%C3%A3m-TLLV001-i.493704632.17717880938?sp_atk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62&xptdk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62,1,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,https://shopee.vn/-Gi%C3%A1-S%E1%BB%91c-Th%E1%BA%AFt-l%C6%B0ng-nam-LV-th%E1%BA%AFt-l%C6%B0ng-da-cao-c%E1%BA%A5p-m%E1%BA%B7t-kim-lo%E1%BA%A1i-nguy%C3%AAn-kh%E1%BB%91i-tr%E1%BA%BB-trung-l%E1%BB%8Bch-l%C3%A3m-TLLV001-i.493704632.17717880938?sp_atk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62&xptdk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62,1,Được,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,https://shopee.vn/-Gi%C3%A1-S%E1%BB%91c-Th%E1%BA%AFt-l%C6%B0ng-nam-LV-th%E1%BA%AFt-l%C6%B0ng-da-cao-c%E1%BA%A5p-m%E1%BA%B7t-kim-lo%E1%BA%A1i-nguy%C3%AAn-kh%E1%BB%91i-tr%E1%BA%BB-trung-l%E1%BB%8Bch-l%C3%A3m-TLLV001-i.493704632.17717880938?sp_atk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62&xptdk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62,1,Được,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,https://shopee.vn/-Gi%C3%A1-S%E1%BB%91c-Th%E1%BA%AFt-l%C6%B0ng-nam-LV-th%E1%BA%AFt-l%C6%B0ng-da-cao-c%E1%BA%A5p-m%E1%BA%B7t-kim-lo%E1%BA%A1i-nguy%C3%AAn-kh%E1%BB%91i-tr%E1%BA%BB-trung-l%E1%BB%8Bch-l%C3%A3m-TLLV001-i.493704632.17717880938?sp_atk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62&xptdk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62,1,Okok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,https://shopee.vn/-Gi%C3%A1-S%E1%BB%91c-Th%E1%BA%AFt-l%C6%B0ng-nam-LV-th%E1%BA%AFt-l%C6%B0ng-da-cao-c%E1%BA%A5p-m%E1%BA%B7t-kim-lo%E1%BA%A1i-nguy%C3%AAn-kh%E1%BB%91i-tr%E1%BA%BB-trung-l%E1%BB%8Bch-l%C3%A3m-TLLV001-i.493704632.17717880938?sp_atk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62&xptdk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62,1,Chán5,https://shopee.vn/-Gi%C3%A1-S%E1%BB%91c-Th%E1%BA%AFt-l%C6%B0ng-nam-LV-th%E1%BA%AFt-l%C6%B0ng-da-cao-c%E1%BA%A5p-m%E1%BA%B7t-kim-lo%E1%BA%A1i-nguy%C3%AAn-kh%E1%BB%91i-tr%E1%BA%BB-trung-l%E1%BB%8Bch-l%C3%A3m-TLLV001-i.493704632.17717880938?sp_atk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62&xptdk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62,1,Được,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,https://shopee.vn/-Gi%C3%A1-S%E1%BB%91c-Th%E1%BA%AFt-l%C6%B0ng-nam-LV-th%E1%BA%AFt-l%C6%B0ng-da-cao-c%E1%BA%A5p-m%E1%BA%B7t-kim-lo%E1%BA%A1i-nguy%C3%AAn-kh%E1%BB%91i-tr%E1%BA%BB-trung-l%E1%BB%8Bch-l%C3%A3m-TLLV001-i.493704632.17717880938?sp_atk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62&xptdk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62,1,Được,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,https://shopee.vn/-Gi%C3%A1-S%E1%BB%91c-Th%E1%BA%AFt-l%C6%B0ng-nam-LV-th%E1%BA%AFt-l%C6%B0ng-da-cao-c%E1%BA%A5p-m%E1%BA%B7t-kim-lo%E1%BA%A1i-nguy%C3%AAn-kh%E1%BB%91i-tr%E1%BA%BB-trung-l%E1%BB%8Bch-l%C3%A3m-TLLV001-i.493704632.17717880938?sp_atk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62&xptdk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62,1,Đẹp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,https://shopee.vn/-Gi%C3%A1-S%E1%BB%91c-Th%E1%BA%AFt-l%C6%B0ng-nam-LV-th%E1%BA%AFt-l%C6%B0ng-da-cao-c%E1%BA%A5p-m%E1%BA%B7t-kim-lo%E1%BA%A1i-nguy%C3%AAn-kh%E1%BB%91i-tr%E1%BA%BB-trung-l%E1%BB%8Bch-l%C3%A3m-TLLV001-i.493704632.17717880938?sp_atk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62&xptdk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62,1,Tốt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,https://shopee.vn/-Gi%C3%A1-S%E1%BB%91c-Th%E1%BA%AFt-l%C6%B0ng-nam-LV-th%E1%BA%AFt-l%C6%B0ng-da-cao-c%E1%BA%A5p-m%E1%BA%B7t-kim-lo%E1%BA%A1i-nguy%C3%AAn-kh%E1%BB%91i-tr%E1%BA%BB-trung-l%E1%BB%8Bch-l%C3%A3m-TLLV001-i.493704632.17717880938?sp_atk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62&xptdk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62,1,Tốt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,https://shopee.vn/-Gi%C3%A1-S%E1%BB%91c-Th%E1%BA%AFt-l%C6%B0ng-nam-LV-th%E1%BA%AFt-l%C6%B0ng-da-cao-c%E1%BA%A5p-m%E1%BA%B7t-kim-lo%E1%BA%A1i-nguy%C3%AAn-kh%E1%BB%91i-tr%E1%BA%BB-trung-l%E1%BB%8Bch-l%C3%A3m-TLLV001-i.493704632.17717880938?sp_atk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62&xptdk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62,1,đẹp5,https://shopee.vn/-Gi%C3%A1-S%E1%BB%91c-Th%E1%BA%AFt-l%C6%B0ng-nam-LV-th%E1%BA%AFt-l%C6%B0ng-da-cao-c%E1%BA%A5p-m%E1%BA%B7t-kim-lo%E1%BA%A1i-nguy%C3%AAn-kh%E1%BB%91i-tr%E1%BA%BB-trung-l%E1%BB%8Bch-l%C3%A3m-TLLV001-i.493704632.17717880938?sp_atk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62&xptdk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62,1,10d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,https://shopee.vn/-Gi%C3%A1-S%E1%BB%91c-Th%E1%BA%AFt-l%C6%B0ng-nam-LV-th%E1%BA%AFt-l%C6%B0ng-da-cao-c%E1%BA%A5p-m%E1%BA%B7t-kim-lo%E1%BA%A1i-nguy%C3%AAn-kh%E1%BB%91i-tr%E1%BA%BB-trung-l%E1%BB%8Bch-l%C3%A3m-TLLV001-i.493704632.17717880938?sp_atk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62&xptdk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62,1,Tốt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,https://shopee.vn/-Gi%C3%A1-S%E1%BB%91c-Th%E1%BA%AFt-l%C6%B0ng-nam-LV-th%E1%BA%AFt-l%C6%B0ng-da-cao-c%E1%BA%A5p-m%E1%BA%B7t-kim-lo%E1%BA%A1i-nguy%C3%AAn-kh%E1%BB%91i-tr%E1%BA%BB-trung-l%E1%BB%8Bch-l%C3%A3m-TLLV001-i.493704632.17717880938?sp_atk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62&xptdk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62,1,Oke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,https://shopee.vn/-Gi%C3%A1-S%E1%BB%91c-Th%E1%BA%AFt-l%C6%B0ng-nam-LV-th%E1%BA%AFt-l%C6%B0ng-da-cao-c%E1%BA%A5p-m%E1%BA%B7t-kim-lo%E1%BA%A1i-nguy%C3%AAn-kh%E1%BB%91i-tr%E1%BA%BB-trung-l%E1%BB%8Bch-l%C3%A3m-TLLV001-i.493704632.17717880938?sp_atk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62&xptdk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62,1,Đẹp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,https://shopee.vn/-Gi%C3%A1-S%E1%BB%91c-Th%E1%BA%AFt-l%C6%B0ng-nam-LV-th%E1%BA%AFt-l%C6%B0ng-da-cao-c%E1%BA%A5p-m%E1%BA%B7t-kim-lo%E1%BA%A1i-nguy%C3%AAn-kh%E1%BB%91i-tr%E1%BA%BB-trung-l%E1%BB%8Bch-l%C3%A3m-TLLV001-i.493704632.17717880938?sp_atk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62&xptdk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62,1,Xịn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,https://shopee.vn/-Gi%C3%A1-S%E1%BB%91c-Th%E1%BA%AFt-l%C6%B0ng-nam-LV-th%E1%BA%AFt-l%C6%B0ng-da-cao-c%E1%BA%A5p-m%E1%BA%B7t-kim-lo%E1%BA%A1i-nguy%C3%AAn-kh%E1%BB%91i-tr%E1%BA%BB-trung-l%E1%BB%8Bch-l%C3%A3m-TLLV001-i.493704632.17717880938?sp_atk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62&xptdk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62,1,Đẹp5,https://shopee.vn/-Gi%C3%A1-S%E1%BB%91c-Th%E1%BA%AFt-l%C6%B0ng-nam-LV-th%E1%BA%AFt-l%C6%B0ng-da-cao-c%E1%BA%A5p-m%E1%BA%B7t-kim-lo%E1%BA%A1i-nguy%C3%AAn-kh%E1%BB%91i-tr%E1%BA%BB-trung-l%E1%BB%8Bch-l%C3%A3m-TLLV001-i.493704632.17717880938?sp_atk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62&xptdk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62,1,Đẹp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,https://shopee.vn/-Gi%C3%A1-S%E1%BB%91c-Th%E1%BA%AFt-l%C6%B0ng-nam-LV-th%E1%BA%AFt-l%C6%B0ng-da-cao-c%E1%BA%A5p-m%E1%BA%B7t-kim-lo%E1%BA%A1i-nguy%C3%AAn-kh%E1%BB%91i-tr%E1%BA%BB-trung-l%E1%BB%8Bch-l%C3%A3m-TLLV001-i.493704632.17717880938?sp_atk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62&xptdk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62,1,tốt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,https://shopee.vn/-Gi%C3%A1-S%E1%BB%91c-Th%E1%BA%AFt-l%C6%B0ng-nam-LV-th%E1%BA%AFt-l%C6%B0ng-da-cao-c%E1%BA%A5p-m%E1%BA%B7t-kim-lo%E1%BA%A1i-nguy%C3%AAn-kh%E1%BB%91i-tr%E1%BA%BB-trung-l%E1%BB%8Bch-l%C3%A3m-TLLV001-i.493704632.17717880938?sp_atk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62&xptdk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62,1,Đẹp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,https://shopee.vn/-Gi%C3%A1-S%E1%BB%91c-Th%E1%BA%AFt-l%C6%B0ng-nam-LV-th%E1%BA%AFt-l%C6%B0ng-da-cao-c%E1%BA%A5p-m%E1%BA%B7t-kim-lo%E1%BA%A1i-nguy%C3%AAn-kh%E1%BB%91i-tr%E1%BA%BB-trung-l%E1%BB%8Bch-l%C3%A3m-TLLV001-i.493704632.17717880938?sp_atk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62&xptdk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62,1,Tạm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,https://shopee.vn/-Gi%C3%A1-S%E1%BB%91c-Th%E1%BA%AFt-l%C6%B0ng-nam-LV-th%E1%BA%AFt-l%C6%B0ng-da-cao-c%E1%BA%A5p-m%E1%BA%B7t-kim-lo%E1%BA%A1i-nguy%C3%AAn-kh%E1%BB%91i-tr%E1%BA%BB-trung-l%E1%BB%8Bch-l%C3%A3m-TLLV001-i.493704632.17717880938?sp_atk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62&xptdk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62,1,Đẹp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,https://shopee.vn/-Gi%C3%A1-S%E1%BB%91c-Th%E1%BA%AFt-l%C6%B0ng-nam-LV-th%E1%BA%AFt-l%C6%B0ng-da-cao-c%E1%BA%A5p-m%E1%BA%B7t-kim-lo%E1%BA%A1i-nguy%C3%AAn-kh%E1%BB%91i-tr%E1%BA%BB-trung-l%E1%BB%8Bch-l%C3%A3m-TLLV001-i.493704632.17717880938?sp_atk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62&xptdk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62,1,10₫5,https://shopee.vn/-Gi%C3%A1-S%E1%BB%91c-Th%E1%BA%AFt-l%C6%B0ng-nam-LV-th%E1%BA%AFt-l%C6%B0ng-da-cao-c%E1%BA%A5p-m%E1%BA%B7t-kim-lo%E1%BA%A1i-nguy%C3%AAn-kh%E1%BB%91i-tr%E1%BA%BB-trung-l%E1%BB%8Bch-l%C3%A3m-TLLV001-i.493704632.17717880938?sp_atk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62&xptdk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62,1,Oke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,https://shopee.vn/-Gi%C3%A1-S%E1%BB%91c-Th%E1%BA%AFt-l%C6%B0ng-nam-LV-th%E1%BA%AFt-l%C6%B0ng-da-cao-c%E1%BA%A5p-m%E1%BA%B7t-kim-lo%E1%BA%A1i-nguy%C3%AAn-kh%E1%BB%91i-tr%E1%BA%BB-trung-l%E1%BB%8Bch-l%C3%A3m-TLLV001-i.493704632.17717880938?sp_atk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62&xptdk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62,1,Tốt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,https://shopee.vn/-Gi%C3%A1-S%E1%BB%91c-Th%E1%BA%AFt-l%C6%B0ng-nam-LV-th%E1%BA%AFt-l%C6%B0ng-da-cao-c%E1%BA%A5p-m%E1%BA%B7t-kim-lo%E1%BA%A1i-nguy%C3%AAn-kh%E1%BB%91i-tr%E1%BA%BB-trung-l%E1%BB%8Bch-l%C3%A3m-TLLV001-i.493704632.17717880938?sp_atk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62&xptdk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62,1,Xịn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,https://shopee.vn/-Gi%C3%A1-S%E1%BB%91c-Th%E1%BA%AFt-l%C6%B0ng-nam-LV-th%E1%BA%AFt-l%C6%B0ng-da-cao-c%E1%BA%A5p-m%E1%BA%B7t-kim-lo%E1%BA%A1i-nguy%C3%AAn-kh%E1%BB%91i-tr%E1%BA%BB-trung-l%E1%BB%8Bch-l%C3%A3m-TLLV001-i.493704632.17717880938?sp_atk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62&xptdk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62,1,Tốt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,https://shopee.vn/-Gi%C3%A1-S%E1%BB%91c-Th%E1%BA%AFt-l%C6%B0ng-nam-LV-th%E1%BA%AFt-l%C6%B0ng-da-cao-c%E1%BA%A5p-m%E1%BA%B7t-kim-lo%E1%BA%A1i-nguy%C3%AAn-kh%E1%BB%91i-tr%E1%BA%BB-trung-l%E1%BB%8Bch-l%C3%A3m-TLLV001-i.493704632.17717880938?sp_atk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62&xptdk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62,1,đẹp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,https://shopee.vn/-Gi%C3%A1-S%E1%BB%91c-Th%E1%BA%AFt-l%C6%B0ng-nam-LV-th%E1%BA%AFt-l%C6%B0ng-da-cao-c%E1%BA%A5p-m%E1%BA%B7t-kim-lo%E1%BA%A1i-nguy%C3%AAn-kh%E1%BB%91i-tr%E1%BA%BB-trung-l%E1%BB%8Bch-l%C3%A3m-TLLV001-i.493704632.17717880938?sp_atk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62&xptdk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62,1,Đẹp5,https://shopee.vn/-Gi%C3%A1-S%E1%BB%91c-Th%E1%BA%AFt-l%C6%B0ng-nam-LV-th%E1%BA%AFt-l%C6%B0ng-da-cao-c%E1%BA%A5p-m%E1%BA%B7t-kim-lo%E1%BA%A1i-nguy%C3%AAn-kh%E1%BB%91i-tr%E1%BA%BB-trung-l%E1%BB%8Bch-l%C3%A3m-TLLV001-i.493704632.17717880938?sp_atk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62&xptdk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62,1,Tốt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,https://shopee.vn/-Gi%C3%A1-S%E1%BB%91c-Th%E1%BA%AFt-l%C6%B0ng-nam-LV-th%E1%BA%AFt-l%C6%B0ng-da-cao-c%E1%BA%A5p-m%E1%BA%B7t-kim-lo%E1%BA%A1i-nguy%C3%AAn-kh%E1%BB%91i-tr%E1%BA%BB-trung-l%E1%BB%8Bch-l%C3%A3m-TLLV001-i.493704632.17717880938?sp_atk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62&xptdk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62,1,Tốt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,https://shopee.vn/-Gi%C3%A1-S%E1%BB%91c-Th%E1%BA%AFt-l%C6%B0ng-nam-LV-th%E1%BA%AFt-l%C6%B0ng-da-cao-c%E1%BA%A5p-m%E1%BA%B7t-kim-lo%E1%BA%A1i-nguy%C3%AAn-kh%E1%BB%91i-tr%E1%BA%BB-trung-l%E1%BB%8Bch-l%C3%A3m-TLLV001-i.493704632.17717880938?sp_atk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62&xptdk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62,1,tốt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,https://shopee.vn/-Gi%C3%A1-S%E1%BB%91c-Th%E1%BA%AFt-l%C6%B0ng-nam-LV-th%E1%BA%AFt-l%C6%B0ng-da-cao-c%E1%BA%A5p-m%E1%BA%B7t-kim-lo%E1%BA%A1i-nguy%C3%AAn-kh%E1%BB%91i-tr%E1%BA%BB-trung-l%E1%BB%8Bch-l%C3%A3m-TLLV001-i.493704632.17717880938?sp_atk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62&xptdk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62,1,Đẹp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,https://shopee.vn/-Gi%C3%A1-S%E1%BB%91c-Th%E1%BA%AFt-l%C6%B0ng-nam-LV-th%E1%BA%AFt-l%C6%B0ng-da-cao-c%E1%BA%A5p-m%E1%BA%B7t-kim-lo%E1%BA%A1i-nguy%C3%AAn-kh%E1%BB%91i-tr%E1%BA%BB-trung-l%E1%BB%8Bch-l%C3%A3m-TLLV001-i.493704632.17717880938?sp_atk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62&xptdk=dfcca989-2fd8-48a4-b11c-88dd0c9e8f62,1,Tốt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
